
 The run is 10000 proton of 53 MeV through 20 m   of O16 (density: 4.472 g/cm3 )

 Process calls frequency:
	protonInelastic= 10000


 MeanFreePath:	15.7823 cm  +- 16.1883 cm 	massic: 70.5783 g/cm2 
 CrossSection:	0.0633623 cm^-1 		massic: 1.41687 mm2/g 
 crossSection per atom:	376.322 mbarn 

 Verification: crossSections from G4HadronicProcessStore:
     protonInelastic= 1.42318 mm2/g 	378 mbarn 
               total= 1.42318 mm2/g 	378 mbarn 

 List of nuclear reactions: 

                          proton + O16 --> 2 alpha + He3 + Li6:     125   Q = -31.3137 MeV
                     proton + O16 --> 2 alpha + deuteron + Be7:      62   Q = -31.201 MeV
     proton + O16 --> 2 alpha + deuteron + N gamma or e- + Be7:       7   Q = -31.201 MeV
                             proton + O16 --> 2 deuteron + N13:       3   Q = -29.0648 MeV
                     proton + O16 --> 2 neutron + F15[212.726]:       1   Q = -30.6109 MeV
              proton + O16 --> 2 neutron + N gamma or e- + F15:       9   Q = -30.3982 MeV
                     proton + O16 --> 2 proton + 2 alpha + Li7:      34   Q = -31.781 MeV
     proton + O16 --> 2 proton + 2 alpha + N gamma or e- + Li7:      12   Q = -31.781 MeV
                   proton + O16 --> 2 proton + 2 neutron + N13:      21   Q = -33.5136 MeV
                  proton + O16 --> 2 proton + 3 alpha + triton:      28   Q = -34.2485 MeV
                         proton + O16 --> 2 proton + Li6 + Be9:       3   Q = -37.4598 MeV
               proton + O16 --> 2 proton + N gamma or e- + N15:     583   Q = -12.1269 MeV
                               proton + O16 --> 2 proton + N15:      69   Q = -12.1269 MeV
                        proton + O16 --> 2 proton + N15[1.862]:       1   Q = -12.1287 MeV
                       proton + O16 --> 2 proton + N15[10.009]:       1   Q = -12.1369 MeV
                     proton + O16 --> 2 proton + N15[1028.648]:       1   Q = -13.1555 MeV
                      proton + O16 --> 2 proton + N15[103.092]:       1   Q = -12.2299 MeV
                     proton + O16 --> 2 proton + N15[1046.637]:       1   Q = -13.1735 MeV
                     proton + O16 --> 2 proton + N15[1052.409]:       1   Q = -13.1793 MeV
                     proton + O16 --> 2 proton + N15[1071.884]:       1   Q = -13.1987 MeV
                     proton + O16 --> 2 proton + N15[1076.743]:       1   Q = -13.2036 MeV
                       proton + O16 --> 2 proton + N15[11.073]:       1   Q = -12.1379 MeV
                       proton + O16 --> 2 proton + N15[11.310]:       1   Q = -12.1382 MeV
                     proton + O16 --> 2 proton + N15[1126.587]:       1   Q = -13.2534 MeV
                     proton + O16 --> 2 proton + N15[1141.850]:       1   Q = -13.2687 MeV
                      proton + O16 --> 2 proton + N15[117.277]:       1   Q = -12.2441 MeV
                      proton + O16 --> 2 proton + N15[117.645]:       1   Q = -12.2445 MeV
                     proton + O16 --> 2 proton + N15[1184.415]:       1   Q = -13.3113 MeV
                      proton + O16 --> 2 proton + N15[119.453]:       1   Q = -12.2463 MeV
                     proton + O16 --> 2 proton + N15[1221.408]:       1   Q = -13.3483 MeV
                     proton + O16 --> 2 proton + N15[1222.233]:       1   Q = -13.3491 MeV
                     proton + O16 --> 2 proton + N15[1231.593]:       1   Q = -13.3584 MeV
                     proton + O16 --> 2 proton + N15[1242.630]:       1   Q = -13.3695 MeV
                     proton + O16 --> 2 proton + N15[1245.283]:       1   Q = -13.3721 MeV
                     proton + O16 --> 2 proton + N15[1253.842]:       1   Q = -13.3807 MeV
